Plobata010000001.1_cds_CAH3032177.1_1	Plobata00000001
Plobata010000051.1_cds_CAH3132582.1_16084	Plobata00035999
Plobata010000051.1_cds_CAH3132584.1_16085	Plobata00036000
Plobata010000051.1_cds_CAH3132586.1_16086	Plobata00036001
Plobata010000051.1_cds_CAH3132588.1_16087	Plobata00036002
Plobata010000051.1_cds_CAH3132590.1_16088	Plobata00036003
Plobata010000051.1_cds_CAH3132592.1_16089	Plobata00036005
Plobata010000051.1_cds_CAH3132594.1_16090	Plobata00036006
Plobata010000051.1_cds_CAH3132596.1_16091	Plobata00036008
Plobata010000051.1_cds_CAH3132598.1_16092	Plobata00036011
Plobata010000051.1_cds_CAH3132600.1_16093	Plobata00036013
Plobata010000051.1_cds_CAH3132602.1_16094	Plobata00036014
Plobata010000051.1_cds_CAH3132604.1_16095	Plobata00036015
Plobata010000051.1_cds_CAH3132606.1_16096	Plobata00036016
Plobata010000051.1_cds_CAH3132608.1_16097	Plobata00036017
Plobata010000051.1_cds_CAH3132610.1_16098	Plobata00036018
Plobata010000051.1_cds_CAH3132612.1_16099	Plobata00036019
Plobata010000051.1_cds_CAH3132614.1_16100	Plobata00036020
Plobata010000051.1_cds_CAH3132615.1_16101	Plobata00036021
Plobata010000051.1_cds_CAH3132616.1_16102	Plobata00036022
Plobata010000051.1_cds_CAH3132617.1_16103	Plobata00036023
Plobata010000051.1_cds_CAH3132618.1_16104	Plobata00036024
Plobata010000051.1_cds_CAH3132619.1_16105	Plobata00036025
Plobata010000051.1_cds_CAH3132620.1_16106	Plobata00036026
Plobata010000051.1_cds_CAH3132621.1_16107	Plobata00036027
Plobata010000051.1_cds_CAH3132622.1_16108	Plobata00036028
Plobata010000051.1_cds_CAH3132623.1_16109	Plobata00036031
Plobata010000051.1_cds_CAH3132625.1_16110	Plobata00036032
Plobata010000051.1_cds_CAH3132627.1_16111	Plobata00036033
Plobata010000051.1_cds_CAH3132629.1_16112	Plobata00036034
Plobata010000051.1_cds_CAH3132631.1_16113	Plobata00036036
Plobata010000051.1_cds_CAH3132633.1_16114	Plobata00036038
Plobata010000051.1_cds_CAH3132635.1_16115	Plobata00036040
Plobata010000051.1_cds_CAH3132637.1_16116	Plobata00036041
Plobata010000051.1_cds_CAH3132639.1_16117	Plobata00036042
Plobata010000051.1_cds_CAH3132641.1_16118	Plobata00036043
Plobata010000051.1_cds_CAH3132643.1_16119	Plobata00036045
Plobata010000051.1_cds_CAH3132645.1_16120	Plobata00036046
Plobata010000051.1_cds_CAH3132647.1_16121	Plobata00036048
Plobata010000051.1_cds_CAH3132649.1_16122	Plobata00036047
Plobata010000051.1_cds_CAH3132651.1_16123	Plobata00036050
Plobata010000051.1_cds_CAH3132653.1_16124	Plobata00036051
Plobata010000051.1_cds_CAH3132655.1_16125	Plobata00036052
Plobata010000051.1_cds_CAH3132656.1_16126	Plobata00036053
Plobata010000051.1_cds_CAH3132657.1_16127	Plobata00036054
Plobata010000051.1_cds_CAH3132658.1_16128	Plobata00036055
Plobata010000051.1_cds_CAH3132659.1_16129	Plobata00036056
Plobata010000051.1_cds_CAH3132660.1_16130	Plobata00036057
Plobata010000051.1_cds_CAH3132661.1_16131	Plobata00036059
Plobata010000051.1_cds_CAH3132662.1_16132	Plobata00036060
Plobata010000051.1_cds_CAH3132663.1_16133	Plobata00036058
Plobata010000051.1_cds_CAH3132664.1_16134	Plobata00036062
Plobata010000051.1_cds_CAH3132665.1_16135	Plobata00036064
Plobata010000051.1_cds_CAH3132667.1_16136	Plobata00036065
Plobata010000051.1_cds_CAH3132669.1_16137	Plobata00036066
Plobata010000051.1_cds_CAH3132671.1_16138	Plobata00036067
Plobata010000051.1_cds_CAH3132673.1_16139	Plobata00036069
Plobata010000051.1_cds_CAH3132675.1_16140	Plobata00036070
Plobata010000051.1_cds_CAH3132677.1_16141	Plobata00036071
Plobata010000051.1_cds_CAH3132680.1_16142	Plobata00036073
Plobata010000051.1_cds_CAH3132682.1_16143	Plobata00036074
Plobata010000051.1_cds_CAH3132684.1_16144	Plobata00036075
Plobata010000051.1_cds_CAH3132686.1_16145	Plobata00036077
Plobata010000051.1_cds_CAH3132688.1_16146	Plobata00036078
Plobata010000051.1_cds_CAH3132690.1_16147	Plobata00036079
Plobata010000051.1_cds_CAH3132693.1_16148	Plobata00036081
Plobata010000051.1_cds_CAH3132696.1_16149	Plobata00036082
Plobata010000052.1_cds_CAH3132878.1_16150	Plobata00036795
Plobata010000052.1_cds_CAH3132881.1_16151	Plobata00036574
Plobata010000052.1_cds_CAH3132884.1_16152	Plobata00036599
Plobata010000052.1_cds_CAH3132887.1_16153	Plobata00036600
Plobata010000052.1_cds_CAH3132890.1_16154	Plobata00036611
Plobata010000052.1_cds_CAH3132893.1_16155	Plobata00036670
Plobata010000052.1_cds_CAH3132896.1_16156	Plobata00036687
Plobata010000052.1_cds_CAH3132899.1_16157	Plobata00036703
Plobata010000052.1_cds_CAH3132902.1_16158	Plobata00036739
Plobata010000052.1_cds_CAH3132905.1_16159	Plobata00036742
Plobata010000052.1_cds_CAH3132908.1_16160	Plobata00036751
Plobata010000052.1_cds_CAH3132911.1_16161	Plobata00036762
Plobata010000052.1_cds_CAH3132913.1_16162	Plobata00036771
Plobata010000052.1_cds_CAH3132915.1_16163	Plobata00036774
Plobata010000052.1_cds_CAH3132917.1_16164	Plobata00036778
Plobata010000052.1_cds_CAH3132919.1_16165	Plobata00036796
Plobata010000052.1_cds_CAH3132921.1_16166	Plobata00036797
Plobata010000052.1_cds_CAH3132923.1_16167	Plobata00036798
Plobata010000052.1_cds_CAH3132925.1_16168	Plobata00036566
Plobata010000052.1_cds_CAH3132927.1_16169	Plobata00036567
Plobata010000052.1_cds_CAH3132929.1_16170	Plobata00036568
Plobata010000052.1_cds_CAH3132932.1_16171	Plobata00036571
Plobata010000052.1_cds_CAH3132935.1_16172	Plobata00036572
Plobata010000052.1_cds_CAH3132938.1_16173	Plobata00036573
Plobata010000052.1_cds_CAH3132941.1_16174	Plobata00036575
Plobata010000052.1_cds_CAH3132945.1_16175	Plobata00036576
Plobata010000052.1_cds_CAH3132948.1_16176	Plobata00036577
Plobata010000052.1_cds_CAH3132950.1_16177	Plobata00036579
Plobata010000052.1_cds_CAH3132953.1_16178	Plobata00036580
Plobata010000052.1_cds_CAH3132956.1_16179	Plobata00036581
Plobata010000052.1_cds_CAH3132959.1_16180	Plobata00036582
Plobata010000052.1_cds_CAH3132962.1_16181	Plobata00036583
Plobata010000052.1_cds_CAH3132965.1_16182	Plobata00036584
Plobata010000052.1_cds_CAH3132968.1_16183	Plobata00036585
Plobata010000052.1_cds_CAH3132970.1_16184	Plobata00036586
Plobata010000052.1_cds_CAH3132972.1_16185	Plobata00036587
Plobata010000052.1_cds_CAH3132974.1_16186	Plobata00036588
Plobata010000052.1_cds_CAH3132976.1_16187	Plobata00036589
Plobata010000052.1_cds_CAH3132978.1_16188	Plobata00036590
Plobata010000052.1_cds_CAH3132980.1_16189	Plobata00036592
Plobata010000052.1_cds_CAH3132982.1_16190	Plobata00036593
Plobata010000052.1_cds_CAH3132984.1_16191	Plobata00036595
Plobata010000052.1_cds_CAH3132987.1_16192	Plobata00036596
Plobata010000052.1_cds_CAH3132990.1_16193	Plobata00036597
Plobata010000052.1_cds_CAH3132993.1_16194	Plobata00036598
Plobata010000052.1_cds_CAH3132996.1_16195	Plobata00036601
Plobata010000052.1_cds_CAH3132999.1_16196	Plobata00036602
Plobata010000052.1_cds_CAH3133002.1_16197	Plobata00036603
Plobata010000052.1_cds_CAH3133005.1_16198	Plobata00036604
Plobata010000052.1_cds_CAH3133008.1_16199	Plobata00036605
Plobata010000052.1_cds_CAH3133011.1_16200	Plobata00036607
Plobata010000052.1_cds_CAH3133014.1_16201	Plobata00036606
Plobata010000052.1_cds_CAH3133017.1_16202	Plobata00036608
Plobata010000052.1_cds_CAH3133020.1_16203	Plobata00036609
Plobata010000052.1_cds_CAH3133024.1_16204	Plobata00036610
Plobata010000052.1_cds_CAH3133027.1_16205	Plobata00036612
Plobata010000052.1_cds_CAH3133030.1_16206	Plobata00036613
Plobata010000052.1_cds_CAH3133032.1_16207	Plobata00036614
Plobata010000052.1_cds_CAH3133034.1_16208	Plobata00036615
Plobata010000052.1_cds_CAH3133036.1_16209	Plobata00036616
Plobata010000052.1_cds_CAH3133038.1_16210	Plobata00036617
Plobata010000052.1_cds_CAH3133040.1_16211	Plobata00036618
Plobata010000052.1_cds_CAH3133042.1_16212	Plobata00036619
Plobata010000052.1_cds_CAH3133045.1_16213	Plobata00036620
Plobata010000052.1_cds_CAH3133048.1_16214	Plobata00036621
Plobata010000052.1_cds_CAH3133051.1_16215	Plobata00036622
Plobata010000052.1_cds_CAH3133054.1_16216	Plobata00036623
Plobata010000052.1_cds_CAH3133057.1_16217	Plobata00036624
Plobata010000052.1_cds_CAH3133060.1_16218	Plobata00036625
Plobata010000052.1_cds_CAH3133063.1_16219	Plobata00036627
Plobata010000052.1_cds_CAH3133066.1_16220	Plobata00036628
Plobata010000052.1_cds_CAH3133069.1_16221	Plobata00036629
Plobata010000052.1_cds_CAH3133072.1_16222	Plobata00036630
Plobata010000052.1_cds_CAH3133075.1_16223	Plobata00036632
Plobata010000052.1_cds_CAH3133077.1_16224	Plobata00036633
Plobata010000052.1_cds_CAH3133079.1_16225	Plobata00036634
Plobata010000052.1_cds_CAH3133081.1_16226	Plobata00036635
Plobata010000052.1_cds_CAH3133083.1_16227	Plobata00036636
Plobata010000052.1_cds_CAH3133085.1_16228	Plobata00036637
Plobata010000052.1_cds_CAH3133087.1_16229	Plobata00036638
Plobata010000052.1_cds_CAH3133089.1_16230	Plobata00036639
Plobata010000052.1_cds_CAH3133091.1_16231	Plobata00036640
Plobata010000052.1_cds_CAH3133094.1_16232	Plobata00036641
Plobata010000052.1_cds_CAH3133097.1_16233	Plobata00036642
Plobata010000052.1_cds_CAH3133100.1_16234	Plobata00036643
Plobata010000052.1_cds_CAH3133105.1_16235	Plobata00036644
Plobata010000052.1_cds_CAH3133108.1_16236	Plobata00036645
Plobata010000052.1_cds_CAH3133111.1_16237	Plobata00036646
Plobata010000052.1_cds_CAH3133114.1_16238	Plobata00036647
Plobata010000052.1_cds_CAH3133117.1_16239	Plobata00036648
Plobata010000052.1_cds_CAH3133119.1_16240	Plobata00036649
Plobata010000052.1_cds_CAH3133122.1_16241	Plobata00036650
Plobata010000052.1_cds_CAH3133125.1_16242	Plobata00036651
Plobata010000052.1_cds_CAH3133128.1_16243	Plobata00036652
Plobata010000052.1_cds_CAH3133131.1_16244	Plobata00036654
Plobata010000052.1_cds_CAH3133134.1_16245	Plobata00036655
Plobata010000052.1_cds_CAH3133136.1_16246	Plobata00036656
Plobata010000052.1_cds_CAH3133138.1_16247	Plobata00036657
Plobata010000052.1_cds_CAH3133140.1_16248	Plobata00036660
Plobata010000052.1_cds_CAH3133142.1_16249	Plobata00036661
Plobata010000052.1_cds_CAH3133144.1_16250	Plobata00036663
Plobata010000052.1_cds_CAH3133146.1_16251	Plobata00036664
Plobata010000052.1_cds_CAH3133148.1_16252	Plobata00036665
Plobata010000052.1_cds_CAH3133151.1_16253	Plobata00036667
Plobata010000052.1_cds_CAH3133155.1_16254	Plobata00036668
Plobata010000052.1_cds_CAH3133158.1_16255	Plobata00036669
Plobata010000052.1_cds_CAH3133160.1_16256	Plobata00036672
Plobata010000052.1_cds_CAH3133163.1_16257	Plobata00036671
Plobata010000052.1_cds_CAH3133166.1_16258	Plobata00036673
Plobata010000052.1_cds_CAH3133169.1_16259	Plobata00036674
Plobata010000052.1_cds_CAH3133172.1_16260	Plobata00036675
Plobata010000052.1_cds_CAH3133175.1_16261	Plobata00036676
Plobata010000052.1_cds_CAH3133179.1_16262	Plobata00036679
Plobata010000052.1_cds_CAH3133182.1_16263	Plobata00036677
Plobata010000052.1_cds_CAH3133185.1_16264	Plobata00036680
Plobata010000052.1_cds_CAH3133188.1_16265	Plobata00036681
Plobata010000052.1_cds_CAH3133191.1_16266	Plobata00036683
Plobata010000052.1_cds_CAH3133194.1_16267	Plobata00036684
Plobata010000052.1_cds_CAH3133196.1_16268	Plobata00036685
Plobata010000052.1_cds_CAH3133198.1_16269	Plobata00036686
Plobata010000052.1_cds_CAH3133200.1_16270	Plobata00036689
Plobata010000052.1_cds_CAH3133202.1_16271	Plobata00036691
Plobata010000052.1_cds_CAH3133204.1_16272	Plobata00036690
Plobata010000052.1_cds_CAH3133206.1_16273	Plobata00036688
Plobata010000052.1_cds_CAH3133208.1_16274	Plobata00036692
Plobata010000052.1_cds_CAH3133210.1_16275	Plobata00036693
Plobata010000052.1_cds_CAH3133212.1_16276	Plobata00036694
Plobata010000052.1_cds_CAH3133215.1_16277	Plobata00036695
Plobata010000052.1_cds_CAH3133219.1_16278	Plobata00036696
Plobata010000052.1_cds_CAH3133222.1_16279	Plobata00036697
Plobata010000052.1_cds_CAH3133225.1_16280	Plobata00036698
Plobata010000052.1_cds_CAH3133228.1_16281	Plobata00036699
Plobata010000052.1_cds_CAH3133231.1_16282	Plobata00036700
Plobata010000052.1_cds_CAH3133234.1_16283	Plobata00036702
Plobata010000052.1_cds_CAH3133237.1_16284	Plobata00036704
Plobata010000052.1_cds_CAH3133240.1_16285	Plobata00036706
Plobata010000052.1_cds_CAH3133244.1_16286	Plobata00036707
Plobata010000052.1_cds_CAH3133247.1_16287	Plobata00036708
Plobata010000052.1_cds_CAH3133250.1_16288	Plobata00036709
Plobata010000052.1_cds_CAH3133253.1_16289	Plobata00036714
Plobata010000052.1_cds_CAH3133256.1_16290	Plobata00036710
Plobata010000052.1_cds_CAH3133259.1_16291	Plobata00036711
Plobata010000052.1_cds_CAH3133261.1_16292	Plobata00036712
Plobata010000052.1_cds_CAH3133263.1_16293	Plobata00036713
Plobata010000052.1_cds_CAH3133265.1_16294	Plobata00036715
Plobata010000052.1_cds_CAH3133267.1_16295	Plobata00036716
Plobata010000052.1_cds_CAH3133269.1_16296	Plobata00036717
Plobata010000052.1_cds_CAH3133271.1_16297	Plobata00036718
Plobata010000052.1_cds_CAH3133273.1_16298	Plobata00036720
Plobata010000052.1_cds_CAH3133275.1_16299	Plobata00036721
Plobata010000052.1_cds_CAH3133277.1_16300	Plobata00036722
Plobata010000052.1_cds_CAH3133279.1_16301	Plobata00036723
Plobata010000052.1_cds_CAH3133282.1_16302	Plobata00036724
Plobata010000052.1_cds_CAH3133285.1_16303	Plobata00036725
Plobata010000052.1_cds_CAH3133288.1_16304	Plobata00036726
Plobata010000052.1_cds_CAH3133292.1_16305	Plobata00036727
Plobata010000052.1_cds_CAH3133296.1_16306	Plobata00036728
Plobata010000052.1_cds_CAH3133299.1_16307	Plobata00036729
Plobata010000052.1_cds_CAH3133303.1_16308	Plobata00036730
Plobata010000052.1_cds_CAH3133306.1_16309	Plobata00036731
Plobata010000052.1_cds_CAH3133309.1_16310	Plobata00036732
Plobata010000052.1_cds_CAH3133312.1_16311	Plobata00036734
Plobata010000052.1_cds_CAH3133315.1_16312	Plobata00036736
Plobata010000052.1_cds_CAH3133318.1_16313	Plobata00036735
Plobata010000052.1_cds_CAH3133322.1_16314	Plobata00036737
Plobata010000052.1_cds_CAH3133325.1_16315	Plobata00036738
Plobata010000052.1_cds_CAH3133328.1_16316	Plobata00036740
Plobata010000052.1_cds_CAH3133331.1_16317	Plobata00036741
Plobata010000052.1_cds_CAH3133334.1_16318	Plobata00036743
Plobata010000052.1_cds_CAH3133336.1_16319	Plobata00036744
Plobata010000052.1_cds_CAH3133338.1_16320	Plobata00036745
Plobata010000052.1_cds_CAH3133340.1_16321	Plobata00036746
Plobata010000052.1_cds_CAH3133342.1_16322	Plobata00036747
Plobata010000052.1_cds_CAH3133344.1_16323	Plobata00036748
Plobata010000052.1_cds_CAH3133346.1_16324	Plobata00036749
Plobata010000052.1_cds_CAH3133348.1_16325	Plobata00036750
Plobata010000052.1_cds_CAH3133350.1_16326	Plobata00036752
Plobata010000052.1_cds_CAH3133353.1_16327	Plobata00036753
Plobata010000052.1_cds_CAH3133357.1_16328	Plobata00036754
Plobata010000052.1_cds_CAH3133360.1_16329	Plobata00036755
Plobata010000052.1_cds_CAH3133363.1_16330	Plobata00036756
Plobata010000052.1_cds_CAH3133366.1_16331	Plobata00036758
Plobata010000052.1_cds_CAH3133369.1_16332	Plobata00036759
Plobata010000052.1_cds_CAH3133372.1_16333	Plobata00036760
Plobata010000052.1_cds_CAH3133375.1_16334	Plobata00036761
Plobata010000052.1_cds_CAH3133378.1_16335	Plobata00036763
Plobata010000052.1_cds_CAH3133381.1_16336	Plobata00036764
Plobata010000052.1_cds_CAH3133384.1_16337	Plobata00036765
Plobata010000052.1_cds_CAH3133387.1_16338	Plobata00036766
Plobata010000052.1_cds_CAH3133390.1_16339	Plobata00036767
Plobata010000052.1_cds_CAH3133393.1_16340	Plobata00036768
Plobata010000052.1_cds_CAH3133396.1_16341	Plobata00036769
Plobata010000052.1_cds_CAH3133398.1_16342	Plobata00036772
Plobata010000052.1_cds_CAH3133400.1_16343	Plobata00036776
Plobata010000052.1_cds_CAH3133402.1_16344	Plobata00036777
Plobata010000052.1_cds_CAH3133404.1_16345	Plobata00036780
Plobata010000052.1_cds_CAH3133406.1_16346	Plobata00036779
Plobata010000052.1_cds_CAH3133408.1_16347	Plobata00036783
Plobata010000052.1_cds_CAH3133410.1_16348	Plobata00036785
Plobata010000052.1_cds_CAH3133412.1_16349	Plobata00036784
Plobata010000052.1_cds_CAH3133415.1_16350	Plobata00036786
Plobata010000052.1_cds_CAH3133418.1_16351	Plobata00036787
Plobata010000052.1_cds_CAH3133422.1_16352	Plobata00036789
Plobata010000052.1_cds_CAH3133425.1_16353	Plobata00036790
Plobata010000052.1_cds_CAH3133428.1_16354	Plobata00036791
Plobata010000052.1_cds_CAH3133431.1_16355	Plobata00036792
Plobata010000052.1_cds_CAH3133434.1_16356	Plobata00036793
Plobata010000052.1_cds_CAH3133437.1_16357	Plobata00036794
Plobata010000053.1_cds_CAH3133600.1_16358	Plobata00036932
Plobata010000053.1_cds_CAH3133601.1_16359	Plobata00036964
Plobata010000053.1_cds_CAH3133602.1_16360	Plobata00036933
Plobata010000053.1_cds_CAH3133603.1_16361	Plobata00036940
Plobata010000053.1_cds_CAH3133604.1_16362	Plobata00036952
Plobata010000053.1_cds_CAH3133605.1_16363	Plobata00036961
Plobata010000053.1_cds_CAH3133606.1_16364	Plobata00036973
Plobata010000053.1_cds_CAH3133607.1_16365	Plobata00036984
Plobata010000053.1_cds_CAH3133608.1_16366	Plobata00037007
Plobata010000053.1_cds_CAH3133610.1_16367	Plobata00037012
Plobata010000053.1_cds_CAH3133612.1_16368	Plobata00037018
Plobata010000053.1_cds_CAH3133614.1_16369	Plobata00037024
Plobata010000053.1_cds_CAH3133616.1_16370	Plobata00037028
Plobata010000053.1_cds_CAH3133618.1_16371	Plobata00037038
Plobata010000053.1_cds_CAH3133620.1_16372	Plobata00037061
Plobata010000053.1_cds_CAH3133622.1_16373	Plobata00037100
Plobata010000053.1_cds_CAH3133624.1_16374	Plobata00037128
Plobata010000053.1_cds_CAH3133626.1_16375	Plobata00037157
Plobata010000053.1_cds_CAH3133628.1_16376	Plobata00036934
Plobata010000053.1_cds_CAH3133630.1_16377	Plobata00036937
Plobata010000053.1_cds_CAH3133632.1_16378	Plobata00036938
Plobata010000053.1_cds_CAH3133634.1_16379	Plobata00036939
Plobata010000053.1_cds_CAH3133636.1_16380	Plobata00036941
Plobata010000053.1_cds_CAH3133638.1_16381	Plobata00036945
Plobata010000053.1_cds_CAH3133639.1_16382	Plobata00036946
Plobata010000053.1_cds_CAH3133640.1_16383	Plobata00036947
Plobata010000053.1_cds_CAH3133641.1_16384	Plobata00036948
Plobata010000053.1_cds_CAH3133642.1_16385	Plobata00036949
Plobata010000053.1_cds_CAH3133643.1_16386	Plobata00036951
Plobata010000053.1_cds_CAH3133644.1_16387	Plobata00036953
Plobata010000053.1_cds_CAH3133645.1_16388	Plobata00036954
Plobata010000053.1_cds_CAH3133646.1_16389	Plobata00036957
Plobata010000053.1_cds_CAH3133647.1_16390	Plobata00036958
Plobata010000053.1_cds_CAH3133649.1_16391	Plobata00036959
Plobata010000053.1_cds_CAH3133651.1_16392	Plobata00036955
Plobata010000053.1_cds_CAH3133653.1_16393	Plobata00036963
Plobata010000053.1_cds_CAH3133655.1_16394	Plobata00036965
Plobata010000053.1_cds_CAH3133657.1_16395	Plobata00036966
Plobata010000053.1_cds_CAH3133659.1_16396	Plobata00036967
Plobata010000053.1_cds_CAH3133661.1_16397	Plobata00036969
Plobata010000053.1_cds_CAH3133663.1_16398	Plobata00036968
Plobata010000053.1_cds_CAH3133665.1_16399	Plobata00036972
Plobata010000053.1_cds_CAH3133667.1_16400	Plobata00036974
Plobata010000053.1_cds_CAH3133669.1_16401	Plobata00036976
Plobata010000053.1_cds_CAH3133671.1_16402	Plobata00036977
Plobata010000053.1_cds_CAH3133672.1_16403	Plobata00036978
Plobata010000053.1_cds_CAH3133673.1_16404	Plobata00036979
Plobata010000053.1_cds_CAH3133674.1_16405	Plobata00036980
Plobata010000053.1_cds_CAH3133675.1_16406	Plobata00036981
Plobata010000053.1_cds_CAH3133676.1_16407	Plobata00036982
Plobata010000053.1_cds_CAH3133677.1_16408	Plobata00036983
Plobata010000053.1_cds_CAH3133678.1_16409	Plobata00036985
Plobata010000053.1_cds_CAH3133679.1_16410	Plobata00036986
Plobata010000053.1_cds_CAH3133681.1_16411	Plobata00036988
Plobata010000053.1_cds_CAH3133683.1_16412	Plobata00036987
Plobata010000053.1_cds_CAH3133685.1_16413	Plobata00036989
Plobata010000053.1_cds_CAH3133687.1_16414	Plobata00036991
Plobata010000053.1_cds_CAH3133689.1_16415	Plobata00036992
Plobata010000053.1_cds_CAH3133691.1_16416	Plobata00036993
Plobata010000053.1_cds_CAH3133693.1_16417	Plobata00036994
Plobata010000053.1_cds_CAH3133695.1_16418	Plobata00036995
Plobata010000053.1_cds_CAH3133696.1_16419	Plobata00036998
Plobata010000053.1_cds_CAH3133697.1_16420	Plobata00037000
Plobata010000053.1_cds_CAH3133698.1_16421	Plobata00037001
Plobata010000053.1_cds_CAH3133699.1_16422	Plobata00037002
Plobata010000053.1_cds_CAH3133700.1_16423	Plobata00037003
Plobata010000053.1_cds_CAH3133701.1_16424	Plobata00037004
Plobata010000053.1_cds_CAH3133702.1_16425	Plobata00037005
Plobata010000053.1_cds_CAH3133703.1_16426	Plobata00037008
Plobata010000053.1_cds_CAH3133705.1_16427	Plobata00037009
Plobata010000053.1_cds_CAH3133707.1_16428	Plobata00037011
Plobata010000053.1_cds_CAH3133709.1_16429	Plobata00037013
Plobata010000053.1_cds_CAH3133711.1_16430	Plobata00037014
Plobata010000053.1_cds_CAH3133713.1_16431	Plobata00037015
Plobata010000053.1_cds_CAH3133715.1_16432	Plobata00037016
Plobata010000053.1_cds_CAH3133717.1_16433	Plobata00037017
Plobata010000053.1_cds_CAH3133718.1_16434	Plobata00037019
Plobata010000053.1_cds_CAH3133720.1_16435	Plobata00037020
Plobata010000053.1_cds_CAH3133722.1_16436	Plobata00037021
